id,id_caller,id_receiver,start_date,duration,end_date,id_cellsite
97,36,86,1649237265,2705,1649239970,1
98,6,83,1650900667,1987,1650902654,26
99,15,64,1632111477,1227,1632112704,16
100,45,72,1636579251,2755,1636582006,36
101,46,83,1657913789,2191,1657915980,24
102,4,53,1660800861,4976,1660805837,37
103,23,64,1656403491,4636,1656408127,33
104,46,67,1634754417,1464,1634755881,37
105,35,81,1636661695,4517,1636666212,13
106,3,52,1645584243,2908,1645587151,48
107,34,67,1634439720,1557,1634441277,41
108,20,92,1630693726,440,1630694166,35
109,40,97,1656130553,835,1656131388,47
110,42,98,1649488591,2025,1649490616,18
111,17,96,1642627702,4268,1642631970,43
112,21,96,1655035257,3885,1655039142,26
113,5,72,1631040105,3600,1631043705,29
114,37,80,1636833119,2940,1636836059,22
115,28,77,1638583834,2298,1638586132,4
116,50,92,1659151546,4645,1659156191,25
117,27,72,1655528374,4436,1655532810,49
118,47,92,1655792521,334,1655792855,42
119,46,62,1635499707,3103,1635502810,42
120,21,70,1634481778,4238,1634486016,23
121,1,63,1649831064,4625,1649835689,37
122,6,82,1635085549,344,1635085893,10
123,25,70,1637351757,1401,1637353158,32
124,17,68,1629837082,2671,1629839753,14
125,35,64,1633147814,199,1633148013,44
126,16,66,1660630495,631,1660631126,23
127,20,85,1651148782,1656,1651150438,21
128,4,90,1641882311,4550,1641886861,26
129,10,55,1649790701,3466,1649794167,40
130,14,85,1638908981,3278,1638912259,20
131,33,82,1649271249,3509,1649274758,14
132,27,58,1654549738,4047,1654553785,10
133,49,79,1640536167,3615,1640539782,38
134,32,58,1658410387,1063,1658411450,15
135,31,64,1633047176,4507,1633051683,21
136,25,52,1649137337,3461,1649140798,28
137,40,69,1660589974,374,1660590348,14
138,6,59,1631825216,2962,1631828178,3
139,31,56,1642084294,2797,1642087091,21
140,42,63,1638675271,1407,1638676678,50
141,12,84,1633895849,3096,1633898945,34
142,49,99,1640355650,621,1640356271,27
143,46,81,1656490361,533,1656490894,35
144,11,76,1635647043,3697,1635650740,11
145,43,74,1655019242,2505,1655021747,38
146,28,85,1656456898,1085,1656457983,37
147,40,81,1634177113,4597,1634181710,7
148,44,97,1649432971,2436,1649435407,6
149,41,69,1653241901,1288,1653243189,21
150,7,70,1657551580,1398,1657552978,7
151,30,59,1652422377,1801,1652424178,20
152,37,98,1637284538,3228,1637287766,29
153,49,85,1641028525,1372,1641029897,26
154,27,57,1654545168,2773,1654547941,1
155,28,78,1636081662,622,1636082284,16
156,40,57,1646122867,807,1646123674,11
157,12,95,1639008791,4483,1639013274,44
158,11,99,1639010673,4869,1639015542,20
159,36,71,1639181855,2361,1639184216,42
160,11,56,1650149093,3789,1650152882,36
161,49,81,1633646606,1438,1633648044,6
162,47,84,1651683773,4559,1651688332,10
163,13,99,1649194803,1861,1649196664,48
164,50,92,1647689376,1618,1647690994,42
165,7,93,1652297683,1272,1652298955,13
166,34,52,1656783657,1607,1656785264,7
167,36,82,1649292628,3355,1649295983,42
168,12,64,1634782946,959,1634783905,32
169,6,56,1659507785,2412,1659510197,3
170,11,91,1636502551,1794,1636504345,29
171,45,75,1643582162,2542,1643584704,4
172,46,60,1629818429,2871,1629821300,11
173,30,64,1652117513,3913,1652121426,35
174,39,81,1661093868,2079,1661095947,34
175,24,87,1650443385,2127,1650445512,31
176,39,92,1634993630,477,1634994107,43
177,16,77,1654132388,4720,1654137108,25
178,14,71,1639507498,3478,1639510976,34
179,32,78,1654839325,905,1654840230,34
180,31,94,1639165577,552,1639166129,19
181,43,62,1646777829,2877,1646780706,26
182,12,75,1660240846,4480,1660245326,6
183,37,67,1637671743,2143,1637673886,44
184,42,88,1631178069,2184,1631180253,14
185,30,53,1649472946,383,1649473329,17
186,8,52,1652184685,994,1652185679,19
187,16,92,1632474972,4555,1632479527,20
188,11,84,1631831225,4991,1631836216,9
189,42,71,1645360511,2359,1645362870,39
190,15,85,1648978867,2902,1648981769,17
191,18,79,1651488819,467,1651489286,23
192,40,80,1635224121,466,1635224587,28
193,49,59,1648978149,4146,1648982295,24
194,44,76,1659615121,3376,1659618497,9
195,14,66,1644594872,184,1644595056,35
196,39,99,1643769747,1643,1643771390,20
197,31,59,1640257521,946,1640258467,1
198,20,71,1637811051,4507,1637815558,15
199,7,96,1660563202,643,1660563845,14
200,39,67,1636590193,846,1636591039,50
201,38,91,1648476482,3251,1648479733,40
202,23,60,1632562502,3393,1632565895,38
203,3,74,1647634479,1599,1647636078,13
204,28,62,1643577443,1643,1643579086,35
205,18,83,1655603737,659,1655604396,3
206,4,52,1632136581,1806,1632138387,23
207,48,63,1647723755,1384,1647725139,8
208,41,57,1657058526,1053,1657059579,12
209,22,71,1657841414,4569,1657845983,21
210,14,60,1653784007,3374,1653787381,39
211,29,76,1646160697,563,1646161260,16
212,49,54,1638354874,2283,1638357157,29
213,33,72,1646417555,1383,1646418938,26
214,24,74,1640871373,1647,1640873020,6
215,24,54,1642934368,4383,1642938751,35
216,34,98,1636662997,4694,1636667691,49
217,11,91,1646307226,1649,1646308875,26
218,14,86,1635738799,822,1635739621,13
219,16,73,1644533343,4672,1644538015,20
220,28,64,1643885156,4679,1643889835,27
221,29,54,1633269719,1846,1633271565,25
222,8,75,1644251975,3606,1644255581,40
223,45,75,1629881308,3162,1629884470,15
224,37,68,1646216981,4695,1646221676,19
225,50,72,1654561057,2869,1654563926,2
226,36,95,1653292546,4218,1653296764,5
227,34,99,1641662656,4297,1641666953,9
228,28,93,1637402417,3930,1637406347,39
229,6,52,1639263292,1968,1639265260,21
230,49,97,1648549461,1803,1648551264,21
231,45,73,1640061109,563,1640061672,3
232,37,52,1637434110,2596,1637436706,33
233,7,60,1638591755,4023,1638595778,8
234,12,83,1658263038,3478,1658266516,43
235,41,57,1636551473,4098,1636555571,8
236,16,69,1646321132,4549,1646325681,42
237,7,56,1632521678,784,1632522462,47
238,41,94,1656759498,1705,1656761203,32
239,15,74,1642200104,2874,1642202978,11
240,20,88,1642824007,2770,1642826777,44
241,32,63,1657202130,4603,1657206733,22
242,10,91,1639447593,3521,1639451114,17
243,13,89,1638974342,2800,1638977142,4
244,45,52,1649841694,1100,1649842794,30
245,14,52,1649091353,172,1649091525,42
246,28,86,1633599440,1596,1633601036,24
247,47,79,1634653256,667,1634653923,33
248,48,63,1642586293,2224,1642588517,12
249,24,52,1636646366,1091,1636647457,1
250,16,57,1633152137,2720,1633154857,49
251,10,94,1633701032,1614,1633702646,26
252,17,83,1653721931,2309,1653724240,48
253,23,89,1638653123,189,1638653312,25
254,4,63,1657923872,3600,1657927472,29
255,39,56,1650389912,3058,1650392970,24
256,40,64,1630273415,1138,1630274553,40
257,14,88,1642394599,976,1642395575,17
258,18,79,1655816476,921,1655817397,10
259,48,71,1638929815,2639,1638932454,47
260,23,58,1648491286,682,1648491968,4
261,41,88,1653836264,4672,1653840936,31
262,9,89,1633314419,3429,1633317848,17
263,1,73,1653589870,730,1653590600,17
264,48,63,1634015411,3132,1634018543,23
265,18,76,1655033456,693,1655034149,31
266,35,63,1633971499,1970,1633973469,23
267,20,70,1634026024,391,1634026415,47
268,10,71,1635569389,949,1635570338,13
269,13,67,1651368773,1849,1651370622,26
270,16,58,1655279551,1994,1655281545,34
271,5,89,1645162746,4102,1645166848,21
272,10,76,1647756935,3543,1647760478,10
273,5,61,1632553386,3183,1632556569,12
274,43,91,1646685936,543,1646686479,7
275,24,87,1629877944,2706,1629880650,20
276,17,52,1658013959,1170,1658015129,39
277,25,78,1643583650,2967,1643586617,49
278,30,54,1652093520,3007,1652096527,26
279,46,71,1638277008,1370,1638278378,34
280,43,58,1637955555,4203,1637959758,13
281,50,93,1659329246,2125,1659331371,5
282,23,98,1660277027,2186,1660279213,16
283,29,54,1640154015,216,1640154231,38
284,1,89,1656190139,2619,1656192758,14
285,8,54,1640209414,3609,1640213023,31
286,19,68,1658140093,608,1658140701,25
287,33,87,1638135766,1672,1638137438,24
288,48,82,1647219065,2949,1647222014,7
289,21,79,1655457996,296,1655458292,21
290,6,52,1642528426,3011,1642531437,34
291,13,56,1649780431,430,1649780861,37
292,42,56,1654170074,3870,1654173944,1
293,30,70,1655591613,2612,1655594225,50
294,8,83,1658239737,1611,1658241348,27
295,39,81,1638343891,3277,1638347168,21
296,41,73,1653282043,4845,1653286888,15
297,50,90,1650209352,2645,1650211997,42
298,9,60,1650313122,3030,1650316152,29
299,8,65,1646919948,3406,1646923354,41
300,15,97,1660321900,957,1660322857,41
301,41,93,1638431146,2802,1638433948,23
302,44,90,1631939843,1312,1631941155,41
303,7,69,1647746373,3291,1647749664,8
304,43,82,1655315219,2934,1655318153,50
305,47,90,1649509218,3297,1649512515,33
306,7,75,1651458134,1336,1651459470,48
307,50,70,1641162474,2964,1641165438,40
308,17,88,1634392972,995,1634393967,27
309,28,66,1656570696,347,1656571043,11
310,43,91,1652306443,2949,1652309392,31
311,36,71,1651744709,139,1651744848,41
312,29,82,1652020037,3186,1652023223,21
313,38,64,1630962365,2720,1630965085,30
314,50,80,1645413273,303,1645413576,20
315,4,63,1658744908,655,1658745563,30
316,13,86,1655903722,3359,1655907081,21
317,45,72,1650834597,3146,1650837743,49
318,42,93,1638006510,4354,1638010864,29
319,47,61,1643483262,4621,1643487883,45
320,36,84,1652594343,2309,1652596652,19
321,4,58,1647863193,1586,1647864779,40
322,3,57,1657083055,2923,1657085978,27
323,10,79,1648182281,1853,1648184134,37
324,26,82,1650036870,727,1650037597,41
325,42,61,1644159980,3018,1644162998,35
326,50,99,1634335202,2102,1634337304,37
327,10,90,1660621572,4660,1660626232,23
328,26,62,1656138722,1531,1656140253,41
329,35,93,1648781182,4388,1648785570,50
330,37,79,1647926823,3698,1647930521,38
331,1,59,1653910322,4797,1653915119,15
332,28,81,1637256177,4146,1637260323,48
333,4,91,1635136717,2265,1635138982,50
334,33,90,1636079710,4185,1636083895,15
335,25,61,1653463305,2675,1653465980,15
336,28,92,1638092469,2447,1638094916,33
337,12,96,1657516422,1004,1657517426,6
338,36,65,1641497595,3222,1641500817,8
339,46,72,1657400229,3142,1657403371,8
340,30,73,1657788923,4985,1657793908,50
341,41,64,1645650063,2200,1645652263,29
342,44,63,1660657445,3879,1660661324,24
343,29,81,1651387012,2657,1651389669,17
344,29,70,1646136674,1811,1646138485,18
345,45,69,1646072235,3621,1646075856,28
346,11,86,1646440121,3697,1646443818,13
347,3,64,1645843157,3443,1645846600,34
348,18,76,1638744714,2104,1638746818,9
349,26,59,1634730819,2080,1634732899,13
350,44,94,1656296485,1636,1656298121,43
351,26,88,1653375256,4235,1653379491,40
352,15,65,1638335847,4887,1638340734,39
353,19,84,1644881835,2245,1644884080,7
354,20,83,1640129666,2433,1640132099,30
355,48,98,1631833717,4959,1631838676,39
356,23,74,1661012311,2755,1661015066,13
357,1,70,1644385681,1559,1644387240,24
358,18,94,1642428341,4983,1642433324,12
359,32,75,1646259964,934,1646260898,37
360,20,90,1661047567,4462,1661052029,21
361,3,82,1637173482,4746,1637178228,6
362,20,59,1660677506,4932,1660682438,41
363,12,68,1632122133,2071,1632124204,16
364,1,57,1638508712,614,1638509326,19
365,7,51,1634667077,3435,1634670512,2
366,16,51,1651872646,3616,1651876262,32
367,41,55,1634783818,2663,1634786481,49
368,11,95,1659108050,1403,1659109453,18
369,39,72,1643343729,2713,1643346442,27
370,3,74,1639836727,4922,1639841649,35
371,21,98,1652098028,4906,1652102934,29
372,8,58,1653728540,2090,1653730630,6
373,41,84,1644102659,1473,1644104132,1
374,10,73,1647178881,785,1647179666,44
375,26,60,1639625289,1069,1639626358,9
376,39,75,1653721075,4103,1653725178,6
377,15,76,1640278574,996,1640279570,35
378,9,55,1653534144,3627,1653537771,14
379,4,76,1656267000,610,1656267610,12
380,24,94,1637890131,4847,1637894978,11
381,4,87,1646162506,181,1646162687,27
382,8,64,1656254762,3395,1656258157,4
383,27,64,1650980534,1779,1650982313,7
384,17,81,1640270744,2287,1640273031,14
385,36,79,1630005129,2885,1630008014,30
386,49,83,1658171891,641,1658172532,2
387,35,81,1631746192,390,1631746582,5
388,7,64,1659683744,4461,1659688205,13
389,7,55,1632728763,849,1632729612,38
390,22,86,1638824520,1975,1638826495,26
391,24,65,1646616846,3496,1646620342,41
392,46,57,1629824428,2025,1629826453,21
393,15,73,1646380487,2650,1646383137,38
394,5,73,1637667805,3079,1637670884,16
395,10,62,1638902995,2434,1638905429,32
396,44,84,1640175232,2850,1640178082,38
397,41,95,1647166194,3444,1647169638,38
398,13,67,1640852815,4946,1640857761,50
399,17,70,1632915688,546,1632916234,42
400,49,89,1642537324,4350,1642541674,31
401,44,85,1640964477,4424,1640968901,21
402,47,93,1647234947,1895,1647236842,41
403,29,57,1638304208,452,1638304660,14
404,20,66,1648152226,4721,1648156947,41
405,46,69,1645544637,3954,1645548591,48
406,15,53,1658233274,2290,1658235564,2
407,23,60,1652481077,1797,1652482874,47
408,1,59,1659237374,1126,1659238500,15
409,45,72,1660018295,4697,1660022992,13
410,49,97,1643303700,250,1643303950,48
411,20,78,1657281633,4554,1657286187,26
412,50,53,1635892864,3487,1635896351,41
413,13,75,1652785554,3436,1652788990,15
414,19,80,1659367422,2667,1659370089,13
415,13,63,1658750612,1101,1658751713,31
416,37,79,1630171138,1988,1630173126,9
417,38,70,1643049655,1901,1643051556,5
418,27,88,1642447715,3034,1642450749,50
419,12,56,1631315958,4496,1631320454,41
420,33,93,1658866144,3286,1658869430,15
421,17,96,1651655239,300,1651655539,15
422,33,67,1657682353,2234,1657684587,18
423,41,67,1637481538,2621,1637484159,21
424,37,81,1639879773,3883,1639883656,42
425,45,87,1648461712,964,1648462676,1
426,17,80,1652522986,3751,1652526737,21
427,32,62,1642980632,4883,1642985515,18
428,13,68,1646302093,2709,1646304802,42
429,50,77,1632873528,1663,1632875191,5
430,30,52,1652781082,182,1652781264,19
431,18,63,1643477377,4480,1643481857,28
432,23,88,1650539343,1643,1650540986,11
433,40,83,1630046151,2453,1630048604,33
434,7,81,1657263578,2668,1657266246,22
435,46,68,1657289758,709,1657290467,5
436,20,97,1638676633,4457,1638681090,44
437,33,59,1656897681,668,1656898349,32
438,13,78,1635055324,2563,1635057887,19
439,26,65,1637801982,3527,1637805509,32
440,24,64,1659273002,4452,1659277454,29
441,19,56,1652374587,519,1652375106,27
442,16,66,1660008178,3434,1660011612,47
443,12,68,1637053218,813,1637054031,30
444,33,78,1660257016,1353,1660258369,17
445,9,95,1659870440,4954,1659875394,25
446,11,64,1648570961,3542,1648574503,24
447,46,56,1641826565,481,1641827046,40
448,42,53,1643911287,1944,1643913231,24
449,24,78,1631406043,1022,1631407065,16
450,33,80,1653584738,289,1653585027,11
451,19,57,1649955580,3327,1649958907,33
452,26,67,1656628156,4322,1656632478,34
453,25,59,1630703995,2334,1630706329,25
454,20,90,1641538380,1340,1641539720,45
455,6,95,1655352702,4451,1655357153,23
456,24,70,1642155532,3278,1642158810,28
457,11,88,1652999790,790,1653000580,22
458,31,72,1647599072,642,1647599714,45
459,20,74,1637078406,1196,1637079602,10
460,5,68,1636157636,3164,1636160800,3
461,22,73,1647271129,3568,1647274697,46
462,24,56,1640692265,371,1640692636,40
463,1,73,1657601949,434,1657602383,4
464,47,56,1656936670,2307,1656938977,24
465,18,54,1647820209,3299,1647823508,17
466,40,79,1654557800,3849,1654561649,40
467,20,92,1660578897,2205,1660581102,11
468,36,79,1634702847,338,1634703185,45
469,46,94,1631895357,2195,1631897552,45
470,23,65,1645614628,443,1645615071,15
471,22,89,1636079501,4749,1636084250,4
472,33,77,1646521002,4948,1646525950,42
473,5,67,1646140694,4136,1646144830,22
474,15,88,1653570775,1857,1653572632,34
475,20,97,1639209416,4184,1639213600,17
476,18,52,1642085271,3112,1642088383,48
477,14,60,1645345212,3770,1645348982,41
478,41,77,1637700675,685,1637701360,27
479,35,70,1646277126,3034,1646280160,1
480,5,62,1637078489,3326,1637081815,42
481,9,77,1655272356,3300,1655275656,40
482,3,59,1641570856,3463,1641574319,49
483,27,69,1635766583,1116,1635767699,15
484,46,74,1642489506,1118,1642490624,30
485,7,80,1651626800,1094,1651627894,9
486,41,98,1643000145,2690,1643002835,1
487,38,83,1647548156,173,1647548329,5
488,31,83,1648173153,4160,1648177313,42
489,28,67,1638720027,4948,1638724975,43
490,33,90,1650423327,2996,1650426323,38
491,38,57,1651280639,3289,1651283928,24
492,41,85,1659230939,4920,1659235859,34
493,28,60,1643580695,1717,1643582412,48
494,19,61,1632791225,2996,1632794221,6
495,31,87,1650563978,4097,1650568075,44
496,10,55,1645377015,2774,1645379789,2
497,44,61,1644751965,3927,1644755892,34
498,9,89,1654494548,4319,1654498867,19
499,41,67,1636103994,1521,1636105515,12
500,8,87,1641114237,2471,1641116708,28
